,cleaned_text,sentiment_label
4592,ive never issues sandisk always buy trust product bought one sansung galaxy note works nicely wife loaded books music still huge amount space left,1
4593,sandisk ultra gb microsdhc class work best dash cams bought mobile micro sd reader use read small cards work great,1
4594,bought year ago problems working properly sprint egt galaxy sii card kept waking phone read sandisk acknowledged problem android devices shipped new card returned one new card still problem gave card fast got good deal price pretty disappointed,0
4595,works great samsung galaxy fast reliable could want data storage device,1
4596,hii ordered two card arrived next day even faster prime unfortunatey gb microsd card designed work exfat youre exfat fan dont ever plan change card ive able take previous gb microsd cards ive ordered put adapter format windows desktop im ntsf fan find much stable tabletswith cards arent intentionally crippled format card ntsf monday exfat tuesday fat wednesday exfat highway sandiskyou use easeus partition master format card fat devices cameras mp players many many many others dont support exfat said get one shot formatted fat attempting format back exfat ntsf hoses card couldnt reformat ntsf matter tried dont bother trying format computer exfat choiceany card needs special utility format anything exfat shouldnt supported dont buy designed failshame sandiskupdate spoke sandisk technical support confirmed sandisk ultra gb microsd cards compatible android would class sandisk ultra gb microsdxc class uhs memory card mbs adapter sdsdquagua well sandisk gb mobile ultra microsdxc class uhs mbs memory card sd adapter new version retail packaging komputerbay sdxc usb readeri success formatting class card easeus partition master sandisk recommended free utility hpusbdiskexe successfully downloaded softpedia unable format card ntsf successfully converted one cards fat friend wants use sandisk mp player course compatible exfatacting sandisk advice returning unopened class ten cards komputerbay reader spoke patient gracious tierone tech support person party line seems consumers use microsd cards phones dont know theyre thinking cameras mp players tablets adapters anyway known issuei confirm class gb microsd card formatted windows back forth format returning four class cards im back class sixits still unconscionable deliberately design cards incompatible hope sandisk come solution recall cards buyer bewareupdate received two replacement class gb microsd cards took less five minutes open horrible packaging perform quick format ntsf donei gave friend class gb microsd card formatted fat hpusbdiskexe couldnt read computer turns class cards incompatible devices bur also usb card readers another trip across towni confirm iogear sdmicrosdmmc card readerwriter gfrsd greengray selling amazon works countless hours wasted effort friend card formatted fat works sandisk mp playeronce sandisk admitted cards compatible androd android tablets majority android phones cards intentionally crippled designto quote friendper sdhc standard format fat sdxc gb larger spec calls exfat microsoft limited os format larger cards exfat allow fat also seems found way also block ntfs thus far android devices read exfat refuse pay licensing exfat file system masochists therebuy card everyone elseunsafe speed,1
4597,six months problems awesome thanks,1
4598,thought every app could transferred sd card description said would speed device little think got slower samsung device faster improving also love sd card realy recommend pitty partsnto still love,1
4599,worked exactly advertised good price happy purchase probably wait gb version drop bit price get one phone one wife,1
4600,lock perfectly surface locks force gives gb installed,1
4601,ever use sandisk never problem wifes new st smartphone needed class amazon always best price either us amazon uk,1
4602,plugged little dude galaxy living luxury able store carry around music good value would highly suggest,1
4603,ordered two gb two gb versions memory cards write one review per amazon two gb cards went camera cell phone accept gb cards one gb card went samsung galaxy cell phone second gb cards sparethe galaxy phone accepted gb microsd card problems except fact galaxy recognizes gb gb microsd card idea lost gb empty microsd card im okay guess gbs still plenty transfers music videos pictures phones internal gb memory gb microsd card wayyy faster old sandisk gb microsd card noticeably faster speeds desktop computer gb microsd card also smile inspiringas sandisk microsd cards work great seem operate pretty darn fast theyre definitely faster old gb sandisk microsd cards installed camera cell phonesnow shipping dismal ordered two gb along two gb microsd cards august amazon gold box sale according tracking feature didnt even transmit shipping info carrier usps august four shipped together didnt receive september full days ordered little two weeks four tiny items indicated amazon page stock ships sold amazoncom time purchase also shipped four tiny microsd card packages way oversized box usps couldnt fit mailbox make crosstown trip us post office stand long slow moving line pick box could four easily fit one small envelope even small padded envelope left packaging feedback alreadythis rd straight time amazon shipping horrible last several months star rating amazon shipping remember,1
4604,samsung g enough bough g plug storage far problem music video copydelete file kind thing still good,1
4605,needed good price using works well takes pictures instant,1
4606,said card made leader flash memory reasonable price fast,0
4607,great price super big storage works well far problem highly recommend smartphones tablets,1
4608,good memory card issues works price great able find lightning deal,1
4609,give stars formatted provides gb clean would expected sandisk product especially class product,1
4610,like gb micro memory card lot storage space videos photos use spy camera mini clock radio,1
4611,fast affordable cheap microsd card could say san disk definitely good brand buy,1
4612,may worst memory card ive ever purchased bought lot card years wish stuck adata cardsfirst issue lost bunch photos exist never took since large gap file names know sure didof photos taken middle disappearedi could even recover using deep scan toolive shooting digital since mid first time anything like ever happenedthen cheesy sd adapter switch loose switched locked taking picturesluckily camera warned card read already taken bunch shots saved without issuefinally figured could use samsung phones luck second put took photo got error could right card could longer see gig photos ityes may know issue cards see review mentioned see sandisk replace replace photos lost keep mind considering card,0
4613,bought two one galaxy samsung tablet problems using either one definite must,0
4614,works great phone running space came rescue take pics,1
4615,know title says actual amount card really good cards greater difference per advertised amount use lenovo lynx tablet works perfectly,1
4616,chose size physically virtually recently got new phone support gb lot music photos videos nobrainer especially since rare find gb micro sd sandisk one find thats bad thing trust brand kind hard review micro sd works works theres much,1
4617,used sd card nvidia shield works advertised quick transfer speeds,0
4618,bought android cell phone moto droid x works great fast plays mps skipping transferred apps could moved sd card problems create internal memory space wasnt sure necessary get class card sandisk ultra gb allowed purchase good quality card reasonable cost,1
4619,card lots room everything class card go wrong,0
4620,much say good quality sd card job presently galaxy issues whatsoever youd expect,1
4621,bought micro card use security camera continuous recording works perfectly ideal size night surveillance san disk name offers confidence quality,1
4622,installed working ok far,1
4623,bought accident samsung galaxy phone reads accepts gb happy camper worked first time bought one galaxy tab problems awesome card,1
4624,needed tablet recommend product getting one phone fits expectations,1
4625,este fue una buena compras ha sido todo lo que esperaba del producto fue un bueno producto llego en el momento indicado,1
4626,im sure else say works use card sandisk wireless flashi think ill buy couple,0
4627,shopped around bit far best deal card works great galaxy,1
4628,really enjoy generous storage space samsung galaxy siii every long unmountremount drive doubt card likely phone would highly recommend,1
4629,described took weeks arrive china real thing picture speeds good mbs read mbs write,1
4630,great card poor packaging dont understand manufactures seem think putting plastic wrap cards good anyway card high quality sturdy quick save pull information wifes samsung galaxy,1
4631,got allow store move movies photos holds lot playing videos straight card works fine needed generally cant go wrong genuine sandisk products,1
4632,micro sd adapter works fine complaints one thing would wish little less packaging packaged something sent mail order,1
4633,gave enough storage record long scuba dives full p fps without transfer computer thats close hours comes adapter use sd devices happy,1
4634,really excited get hadnt changed microsd card phone since got original droid excited see much faster writeread speeds would beit worked great first phone started tell unrecognizable kept ejecting thought maybe formatting issue reformatted phone galaxy thingafter week irritated decided give return get another one scared would thing many people issues cards galaxysto surprise new gb card amazon sent back working great one would ejecting every houri really happy amazon return policy fast easy honestly say ive never returned something fast easy literally sent next day delivery cost methe reason gave one star return first one product great fari extremely happy amazons serviceas far sd card id definitely get another one worked like one,1
4635,easy use thought necessary plenty storage movies use microsoft surface pro,1
4636,use samsung galaxy never issue recommend least gigabyte card smart phone,1
4637,works great last long time,1
4638,purchased card use gopro hero keeps p video wrote dont know would k video gb wouldnt enough type quality either bravo sandisk,1
4639,got use go pro cheaper getting regular sd ultra card class readwrite speed isnt quite good regular sd ultra card class gets job done shipped fast great price exactly described,1
4640,great micro card wifes moto defy xt lot breathing room install apps take pics vids,1
4641,data speeds kinda slow enjoying card thinking buying gb nice buy,1
4642,purchased increase storage tablet plugged worked immediately affordable tech expert seems problem saving large video clips playing back cheaper seemed better reviews went one half cost cheapest one could find big box store,1
4643,loaded mp collection time use phone came sd adapter small packaging almost nothing throw away card worked great phone far lag video audio good deal usd,1
4644,others found cards last mine died less months lost several photos backed yet warranty replacement died within monthsgo another brand ive using kingston far months later still working,0
4645,far complaints excited price excited size hope files wont get erased randomly try update weeks,1
4646,fast holds music larger apps,0
4647,far worked well stores need great feature another nice feature red paint really drop little cards black version often hard find red easy spot glowed darklol,1
4648,fast saves nikon coolpix heres test traveling tablet laptop camera laptop crashed longer able transfer photos camera laptop via class sd card bought microsd card big box store class class microsd card adapter worked nikon coolpix kept seeing messages wait card finished saving since switching sandisk microsdhc class wait messages camera,0
4649,works well devices ive tried note hisense pro razr complaints great price tons storage,1
4650,excellent secondary storage device one installed mobile phone one tablet greatly enhanced multimedia options phone songs room tablet fulllength good quality movies loaded,1
4651,purchased use surface stores quickly easy use really like sandisk makes compatible regular sdxc micro good product,1
4652,im using samsung galaxy gb unlocked smartphone problem write flies card gets slower slower point youll po crucial moment say example want access video doc actually get file youve lost faith card buy capacity always remember reliable fast access,0
4653,added space movies games books pictures music also great relive carriers stock space major us carriers supported gb version,1
4654,plenty market sandisk brand trust great size really good value,1
4655,bought recently acquired gopro stuck problems would recommend cards looking micro sd electronics need great balance price performance reliability,1
4656,bought new phones work great issues saves pictures card fast transferred music pc card fast play view pictures videos problems,1
4657,work perfect gopro camera always found san disk best would definitely buy,1
4658,different brands sd cards keep coming back sandisk price quality great,1
4659,high speed class memory works great new microsoft surface rt saved addition gb ms work past decade fits gbs costs less class card words fastest price plenty fast reviewer nlee points easy confuse much slower class cards careful compare card worked soon plugged problems highly recommended test transend microsd faster see first commend one url performance likely limited reader sandisk popular good reasons selling microsdhc card amazon also means popular counterfeit likely source poor experiences recent sources estimate millions purchased ebay others confirmed getting fakes amazon vendors comes sdhc adaptersome expensive cards may want consider reliability compatibility issues otherstranscend information tsgusdc gb micro sdhc flash memory box adapterwithout adaptersamsung gb high speed microsdhc memory card sd adapterwith adapterother items also got ms surface rtbelkin usb port ultramini hubfosmon hdmi micro hdmi cable feethde wireless usb presentation remote clicker penvg hydei edition black nylon protective carrying bag removable shoulder strap microsoft surface windows rt inch cleartype hd display tablet gb gbplugable usb fast ethernet lan wired network adapter macbook air chromebook windows wii wii u linux specific android tablets asix ax chipsetgogroove dynamix noiseisolating earbuds w microphone google nexus samsung galaxy note asus transformer coby kyros kindle fire microsoft surface ipad incl cleaning kit,1
4660,choose card eliminate worries travel far away home quick look strong,1
4661,storage phone easy insert really small hence micro make sure dont end losing get phone im really happy product decent price,1
4662,started acting erratically month little month files gone able backed hope get least pictures back glad backs photos automatically,1
4663,sd card works perfect would expect would recomend sd card one camera,1
4664,never know write types itemssandisk name brand never problem productsit works great ikam extreme video glasses data transfers easily desktop pc,1
4665,got new razor max hd gb wanted add memory paid bucks sandisk always worth phone recognized additional memory im good go gb,1
4666,lot say memory sits phone issues appear lags,0
4667,actually extreme version price double since planning shoot k need pay get improvement grabbed one father great gopro hero black edition cards worked expected works great p fps gopro imagine probably would work maybe would work k bought intent perfectly suit needs,1
4668,price micro sd per gb much lower compared years agoworks fine lg gx galaxy note new phones pixels p video internal storage going dry fast external micro sd definitely mustgb gb running fast gb definitely welcome especially buy salepro bought sale usd class fastest trusted brand sandiskconsnone,1
4669,think title says card super fast works great happy phone samsung galaxy siii,1
4670,bought go new samsung galaxy note tablet bought works like charm big enough hold data,1
4671,ive wasted time money trying companys sd microsd cards work right died price pay rather value get let tell ya sandisk makes best memory cards period bought one card samsung galaxy note phone mostly movies music usually use anydvd handbrake programs convert movies large mp also playable samsung tablet simply copyandpaste movies musics little card phone tablet read card without problem imagine phone without ive bought,1
4672,sandisk announcement first gb micro sd took internet storm phones evolved multimedia powerhouses displays desktop grade processing power otg support external peripheral accessories powerful cameras thing missing super high capacity internal removable storage affordable price gb micro sd announcement finally filled gap supported amazon current sale shipped question still remained older smartphones able handlerecognize capacity personally curious considering original note spec calling support gb onlynow card ultra edition read speeds mbs class performance part ultra edition considered waterproof temperatureproof xrayproof magnetproof also shockproof addition flash card also includes sd adapter compatibility digital cameras also direct reading laptopspcs support sd cardso comes verdict works note note stock verizon schi version running stock android checked card first adapter laptop mounted note recognized right capacity also ran sd benchmark app long accurate benchmark tests verify success readwrite speed quite near mbs still pretty goodmy opinion card takes multimedia powerhouse note next level dont limited store favorite albums flac audio format small library favorite movies stored permanently take high def videos always stay date backups flash card fails covered warranty pictures videos lost forever,1
4673,used smart phone months problems read reviews specifics decided best option issues would recommend product,1
4674,works great price ad use music pictures cant beat quality reliability brand,1
4675,bought galaxy tab formatted fat works excellent enough space ever need tablet going buy another one handy cam,1
4676,bought go galaxy note ii phone recognized started using immediately automatically happy purchase would recommend anyone galaxy note ii,1
4677,pretty good hiccup pretty helpful fixing problem used go pro works freaking great,1
4678,cheap really quite amazing fit much info small item already gb version expect perform comes adapter also plastic case holds micro sd card adapter nicealmost wish made bigger capacity version use gopro even gb model fill quickly,1
4679,get gb space razr maxx swapped place factory gb one system format caused phone reboot reboot full storage space seems quick enough load done full file transfer tests loading songs onto took half hour,0
4680,got sd card android tablet complaint tablet installed file system computers would longer recognize sd card still love,1
4681,needed place shove music videos party portability write speeds around mb second barn burner read speeds good enough playback p content thats really counts,1
4682,works flawlessly dont buy sd cards unless sandisk never problem know class speeds true rated compared brands,1
4683,yep works like,1
4684,micro card snap insert tablet extra storage ever need use sandisk cards cameras also cause theyre quality products got one great price,1
4685,installed one galaxy nice addition hd movies audio files stream card perfect,1
4686,works great samsung galaxy note gb total memory awesome price quite good,1
4687,correctly priced bought use surface pro works great box transfer speeds excellent,1
4688,ive used many sandisk memory cards years one ranks way like others using samsung tablet want comment speed since isnt issue storage quite gem bought pretty cheap,1
4689,got micro sd card strictly hold music htc one able fit approx albums ripped kbps vbr aac format using dbpoweramp couldnt ask anything better stars,1
4690,works fine galaxy phone room know,1
4691,works fine samsung galaxy note need format although recognized soon popped gb usablearrived really fast nicely packaged would order,1
4692,would pay costco dont pay sales tax card lower price nice,1
4693,really dont know complaints posted bought sandisk micro sd card already phone wife daughters phone store lots movies pictures videosetc works fine issues,1
4694,slr sd cards take time next click thought would solve problem says faster way better product dont see happening,1
4695,sandisk makes great products always try buy name sony digital recorder also bought,1
4696,got ultra becuase said lets camera phone save pictures faster seems also great price,1
4697,purchased micro sd card adapter supplement ultrabook came msata storage gbthe gb sd card whole lot storage prices fallen low recent times believe fall newer technologies comei would recommend gb original sandisk micro sd card anyone needs large storage space good prices especially samsung galaxy ultrabooks,1
4698,much said sandisk makes best sd cardsi even washed mine washing machine mistake still works,1
4699,item works great maybe better price would better use phones works great,1
4700,using card nokia lumia year gives decent speed works good issues,1
4701,use galaxy carry mps ipod classic gbthe complaint unit smartphones general still sensitive used true mp player replacement careful may crack screen phone try use allpurpose media playermy ipod classic five years old yet screen crack definitely hold better gym phone anyway sdxc card great,1
4702,amazing much data fit tiny cards days saw gb class card snatched android tablet hold library kids dvd movies converted tablet video kids watch road works great kids love,1
4703,overall great price per gigs real money saver expands tablets memory fold well keeping crashing,1
4704,much say works well samsung galaxy havent tested readwrite speeds seems right class card,1
4705,ive read lot reviews working months issues yet,0
4706,seems work good gopro days problems coming months update works,1
4707,find card seems frequently stop working altogether reformatted simply reseated hard know fault device use cellphone card cant really hold say thats experience card others,0
4708,love micro sd card everything wanted needed packaging hassle free easy open,1
4709,known brand good packaging working well phonei wish reviews require set number words,1
4710,bought father definitely enjoys extra storage space wouldnt came timely manner easy install,1
4711,product works described super quick would recommend product especially get sale,1
4712,placed better halfs samsung galaxy cellphone blown away speed phone comments time time hear oh wow,1
4713,im always happy sandisk purchase currently using microsdxc cellphone samsung g enough pictures videos document downloads fast read write,1
4714,quick clout behind name havent errorsfaults three ive bought thus far keep mind dime dozen days equal stick dependable brand like sandisk spend extra,1
4715,fast memory card excellent price amazon well still amazes little fingernail sized memory card hold x data hard drive first computer highly recommended,1
4716,sandisk lives upto name pioneer sd card fits need today high performance apps excellent durability fast transfer speeds,1
4717,got good price nice gb extra space media use phone,1
4718,acquired card month ago use phone samsung galaxy taken issues itthe micro sd card really bad camera takes long time ready repeatedly resets phone absolutely recommend previous phone used micro sd card gb samsung brand never problems itto correct problem instability recommend formatting card problem remains samelive outside us must acquire excellent quality products cost returning exceeds cost productnext time buy card samsung brand never gave problems,1
4719,capacity price cant go wrong im sure class recommend higher class video would recommend product good luck,1
4720,great little micro sd card gb storage awesome dependable brand brand devices always works like charm,1
4721,works great samsung note samsung ativ slide nothing else,1
4722,bought month ago still works great using gopro snowboarding taking heavy falls zero issues,1
4723,memory arrived intact delivery fast use galaxy lte funciana perfection longer able record videos,1
4724,installed card nook tablet attempted transfer videos card windows xp computer transferred okay others thinking card defective bought another one card type installed result problems transferring videos card windows computer,0
4725,buy gb fast writing speed etc happy product issues yet,1
4726,great lg optimus g super fast transfer speeds lagging games many games android,1
4727,bought samsung galaxy fall card works perfectly day bought card may galaxy continuously mounts unmounts sometimes even recognized pc amazon awesome preshipped replacement thing though according cnet sandisk acknowledged manufacturing problem cards back january said fixed bad cards must still sitting warehouses returned ordered samsungs gb micro sdxc card slightly slower readwrite specs works perfectly cant tell difference speeds compared sandisk works,1
4728,great micro sd high speed card digital photography use sony hdrcx g storage sufficient short program,1
4729,use sansa clip zip gb mp player gb musicthe included adapter allows remove card player add subtract music using standard card reader computer without plug mp playerwhen im done slip micro card back player let mp player refresh im good gothis card class unit also good expansion ports video cameras wellv,1
4730,amazon best prices period used card samsung galaxy tab issues,1
4731,good bye video camera stick galaxy phone take high def video day tons storage amazing price,1
4732,great speed dslr smartphones great sandisk quality usualalthough brands may cheaper times normally look sandisk first usually buy brands unless large price difference,1
4733,product arrived time expected worked exactly advertised good buy product used part surveillance system,1
4734,purchased sandisk gb memory card get full benefit samsung galaxy note received amazon inserted note within seconds recognized shows gb installed ebooks magazines music pdf files photos several full length movies still much room spare price right wanted uhs speed take full advantage note sandisk memory cards never failed im pleased card,1
4735,black friday discount price great got free shipping bundling items meet free shipping comes sandisk package nice know black market knockoff bought babies,1
4736,tons storage read write speed added bonus blows people away quick phones ready take next pic,1
4737,sandisk best ultra even better currently using dashcam installed vehicle shame smart phones seem going away external memory eventually start charging cloud storage,1
4738,works fine far easy quickly upload data microsd bought daughter uses samsung galaxy note tablet also purchased amazon update see issues,1
4739,nothing bad say little guys arrived expected fit devices work stated,1
4740,works perfectly take microsdhc galaxy player use adaptor plug imac problem,1
4741,works perfect archive issues looks feels pretty durable recommended high end video photography devices,1
4742,tried copy files astonishingly mbs sure others getting low speed read think computer mine running core ssd gb ram probably nevertheless see durable microsd card,1
4743,bought awhile back must say worked fine exactly needed nice,1
4744,half year still believe manage fit gb small piece plastic,1
4745,writes according sandisk app test speed mbsecond expected little,0
4746,perfect fast microsdxc need surface tablet plug play operation issues,1
4747,gb card unredabletablet cant read camera cant read unable format dont havve wordsi less,0
4748,bought card samsung galaxy unfortunately failed months contacted sandisk promptly sent another going strong months,0
4749,say works like advertised flair design fantastic gopro get,1
4750,want tons storage phone device answer card also fast watch hd movie shoot one phone issues whatsoeveri upgraded g card newer faster one really tell difference faster cards worth upgrade price,0
4751,really isnt much anyone say thats bad sd best aroundsc cards best get,1
4752,dont get worked memory cards usually try buy least class sure fine card one purchased defective replaced another brand wanting try twice,1
4753,got card specifically use making clockworkmodphilz recovery backups tried using gb cards neither recovery properly supports exfat file systems yes reformat fat really want optimal besides dont really want carry gb data backups around daily basis could carry music videos instead leave card safely tucked away desk use necessary works great,1
4754,use store music stuff cell phonehave problems bad sectorsthe included adapter great using computer,0
4755,fast memorycard type memory card ill purchase ive grown grown gb,0
4756,far experience sandisk memory products nothing excellent work products ive tried reliable two gb cards one used samsung galaxy sony nex camera,0
4757,fast card years still working,0
4758,reason love nonapple products increase memory microsds much cheaper class sandisks amazing ive bought several gb gb every single one lasted ive gb months issues gb ive year great would highly recommend product,1
4759,prosit copies large files card mbs doesnt choke slammed hundred little files like pictures mps writes mp images quickness p mbit recording smooth lg optimus g e waited get price ordering usual amazon prime awesomeconsnot fast gold gb sandisk microsd cards gb form factor faster anticipating,1
4760,see htc hd cyanogen android rom wanted maximum memory capacity various storage needs including shooting hq videos used patriot gb class performance wasnt expectations badboy right peroformed like champ smartphone alert works htc hd popped card laptop transfer data got less mbs write speed specs cardapps access faaast far im pleased ill update use intensively well done sandisk,1
4761,one microsdhc disks hold mp players phone recorder camera etc,0
4762,super addition tabletit gives space need music satisfied quality well price,1
4763,fine product ive using mine year never punked bought another one use spare delivered time reliable priced fairly,1
4764,samsung galaxy tab bought g microsd cardplease keep mind know nothing computers able thisi put device formatthe tablet couldnt read would never mount tried format computerand still wouldnt workalthough would formatted remember using defaultssent back amazon sent another one amazingly fast servicesame thingi called amazonthey knew issue tablet wouldnt accept card would think customer service dept would stay top posts found huge issueon third card research whatever reason sd card work must formatted fat exfat butthis rubwindows allows formatting either exfat ntsfat first thought adult swim referencesothat sucksthis means cant use card cant format properly waittheres morethere super easy fixany idiot itfrom start finish took seconds reading instructionsand taduhnow micro sd card works fine thankyou amazon excellent return policysuper fast super easy super friendlybut live customer service know cant fault operatorshe niceseemed genuinely concerned tried make rightok stallinghere address youtube video link website description link website description used defaults worked perfect search youtube convert fat,1
4765,perfectno complaintsused video cardalmost hours video little piece ha remember vhs tapeare getting crazy,0
4766,never problem itit exactly made dolove sandisk productsmooth operationhigh price worth itget like saveby waiting day twoenjoy,1
4767,people often ask bargainbasement pricing noname brands media know cite experiences cheap media cheap media prone failure worse complex format one sdxc format crammed ton memory modules little bujgger know say go experience go leader field theres pretty much sandisk top heap rest trail far far behind volume precision assembly techniquesso vote sandisk every time unless experience changed anomaly ill keep recommending sandisk othersits rated mbsec write speed enough keep even fastest real camera phone camera wild certainly keeps samsung note megapixel rocket camera one shoots fps burst mode taking certain shots works camera perfect chances work setup great alsobuying sandisk memory module costs others max right say buy one winner respectswavey davey,1
4768,familiar sandisk quality product obvious installed lumia works great,1
4769,bought garmin gps works well also adapter sdhc size memory card plug reader dont micro card reader,1
4770,bought two back gopro hero one amazon gift bbboth work cameras thinking gopros new updatekept getting sderri returned worked problemnote bootlegged products hard todetect items ive received amazonprime beyondhave great got stuck bad batchgopro recommends hxhcxc extreme micro cards,1
4771,great buy sandisk gb memory worked well samsung smartphone mainly use extra memory save photos music like adapter use frequently copies files desk top pc,1
4772,bought use video camera super fast holds ton data buy one,1
4773,great price great manufacture item met needs new phone ill ample storage using device,1
4774,memory card works advertised issues using gopro hero,1
4775,say card works im honestly fan sandisk since gb ultra microsd died soon baby born lost several weeks photos quite angryto fair send new one sent photo old one snapped half,1
4776,lot room phone overkill extra space wasted never use,0
4777,chip done well samsung galaxy note would highly recommend getting brand brands failed taking data,1
4778,microsd card works well mobile phone tablet pc delivered speedy way ever expected love would recommend friends,1
4779,use tablet say works tablet doesnt break remarks,0
4780,ordered two one one sunwe use galaxy phones never hada problem never worry space phone,1
4781,randomly died nowhere camera min card worked turned camera back min later card longer worked idea happened seems common problem cards,0
4782,bought note extra spacealso use one note problem recognized samsung would let install apps thats cards fault,0
4783,got galaxy note started receiving unexpectedly removed messages card dead longer working googled known issues contacting amazon replacement felt compelled share,0
4784,fast however im sure card case water proof normal card told water proof think card faster several others use though,1
4785,didnt format card st cost video dont format card use windows pc im sure format st using mac used pny sdhc gb card good sandisk cost less think thats better way go youre getting results long video time,1
4786,first inserted card computer wouldnt recognize jiggle around card reader took long time computer finally recognize something tried read andor format card kept telling disc installed removable drive e wasted lot time trying find causefix tried different sd adapter soon changed adapters card worked perfectly,1
4787,memory card works great phone micro sdhc compatible devices sure look compatibility device sdhc compatible luckily everything compatible gb size excellent especially embedded devices use mine raspberry pi using adapter speedy,1
4788,wonderful product may hold whole library close enough works great galaxy note need reformat fat youre good go,1
4789,little memory card quite fast gives ton expansion storage galaxy file transfers phones internal storage usb connection pc card phone lot faster anticipated included adapter using microcard pc sim card slot doesnt work ive tried reading microcard using full size sim adapter three different pcs luck think adapter junk,1
4790,need format card fat using cell phone otherwise work samsung galaxy kept giving beef handy laptop sitting around port take card adapter inluckily one laptop lying around otherwise card works great holds quite bit space giving stars initial grief formatting iirc used tool called fat format laptop havent checked,1
4791,ive seen reviews micro sd media complains working certain number rewrites fails ive using sd cards dash cameras last months still working great,1
4792,used nokia pureview video photographypro cheap fastcons freeze time time disk error message comes would lose things ive either photographed filmed using nokia pureview order make microsd work restart phone every time error message comes go updatei returned exchanged card new one free charge amazon whos willing pay shipping turns previous microsd ultra class sandisk defective card new card receive works well error message pops nokia pureview smartphone film take pictures without worry thanks amazon,0
4793,added card note massive storage capacity phone recognized card without issues solid since installation readwrite plugged computer blazing fast,0
4794,bought needed storage asus tft tablet largest capacity microsd card could find card came preformated exfat file system recognized asus tft tablet many android devices reason take star cant attain transfer speeds anywhere near mbs sandisk claims averaged around mbs fine utilizing media tablet made initial transfer gb files onto card slow process,1
4795,gb holds alot say memory card fast mean holds everything need android phone works well issues phone primarily resolved reset phone note phone old sony xperia ion lta issues overuse needed reset regardless memory card finished setting phone memory card factory specs devices worked like charm still would overrate though like reviews,1
4796,pleased performance price point card complaints would recommend based price performance,1
4797,wife samsung galaxy skyrockets bought replace cheap cards originally used space wonderful whole phone seems faster cards installed happy purchase,1
4798,works great purchased two one new cell phone one new tablet,1
4799,little sandisks slow gb microsdhc cheaper brands workswrites bit slow card fills thats endemic sd cards bad cards,0
4800,bought one purpose plug asus tft tablet worked perfectly nice fast fast enough least full gb capacity recognized,1
4801,using card videos music already filled works great playing back media,1
4802,amazing storage speed could u want almsot cheaper buying full sized sd card z,1
4803,finally micro sd card use transfer pictures computer photo printer works flawlessly,1
4804,micro card also comes adaptor allow use sd card used increase memory cell phone worked perfectly,1
4805,fast data speeds large capacity worked right bat samsung siii love fact holds large music audio books library device,1
4806,purchase asus tablet read write times excellent problems far came case adapter good price,1
4807,card recognized gb expected im able carry around music without carry ipod well came plastic case sd card adapter,0
4808,love productthis place review product handing handling sucked product great,1
4809,ordered replace aging class card used na nook android kitkat card turned usable android tablet na class card brutally slow tablet useful definitely worth upgrade,1
4810,great price great card genuine fast sandisk brand card worked flawlessly sony dsctxv pictures transfer computer fast usb card reader,1
4811,plugged samsung note ii phone recognized without issues everything worked perfectly didnt format mess anyway,1
4812,bought use tablet asus transformer tf backup data flashed custom rom works expected box formatting fiddling needed comes sd card adapter little plastic case adapter android recovery kernels ive used trouble detecting whatever default filesystem itthe one thing would note older sd card reader computer may able read hc xc micro sd cards may want check read supports themi recommend anyone needs sd micro sd card purpose cheap tiny massive storage capacity size long device supports,1
4813,packaging opens easy micro sd card works flawlessly razor maxx hd asus transformer,1
4814,product works several months problems holding well thank much,1
4815,purchased two best yes faster sandisk cards works fine note ii,1
4816,man gb actually amazing gb card transferring apps external card ran memory bad boy move anything want load tons music still tons space highly recommended,1
4817,cant believe small memory cards getting fantastic little device fits adapter read mac,1
4818,using non stop months without failure problems fastest one able find tiny little microsd,1
4819,say sandisk class making sd usb micro sd cards long time,0
4820,works great trust sandisk quality would recommend sd card anyone looking large storage card videos,1
4821,works great samsung galaxy hold lot data files photos apps may never use full capacity reliable microsdxc class card,1
4822,say need new sd card dodnt hesitate buy one great deal works perfectly,1
4823,popped surface laptoptablet worked straight waylittle card big memory todays standards morrow future wont bemuch space maximum space microsdhc card aint card bigger aint gbs microsdhc cardgood deal fast arrivalwhat write,1
4824,fast reliable huge storage already mobile devices transfer speeds awesome problems date great buy,1
4825,used sandisk memory cards past never problem worthwhile buy brand name,1
4826,purchased wxpand memory asus hybrid windows laptoptablet came quickly easy open package hate plastic bublbe packaging arrived put micro sd slot tablet worked got sale great value,1
4827,sandisk ultrs gb microsdxc class uhs memory card work good ativ smart samsung adapter,1
4828,need external storage new smart phones qny compatible device,1
4829,exactly says cheap,0
4830,chip fast solidthere really isnt much say kind memory appealing aspect fact much faster access speed many sd cards,0
4831,using fiio x current gb sd card full library bigger gb sandisk gb card price drop free shipping nobrainer get accommodate music files worked advertised speed improved limited read speed player x overall good product big memory space filled needs recommended buy discounted price card else get x gb card still cheaper gb sd card,1
4832,months ago placed galaxy phone instantly increased storage percent worked still works perfectly able move pics videos ebooks freeing internal storage apps recommended,1
4833,card works perfectly format pop galaxy use keep movies music cell phone,1
4834,wont unhappy sandisk card even back lifetime warranty purchased friend shes happy,1
4835,best microsd card sandisk brand trust sd microsd card years proven reliable least expensive memory card sollution also bought gb cant beat price quality,1
4836,purchased card motorola photon q g lte well spect card nice fast installed problem looking higher end sd card phone applications gigs need cant go wrong highly recommended,1
